"","tagname","longitude","latitude","datecollected","yearcollected","monthcollected","daycollected","julianday","timeofday","receiver_group"
"1","A69-9001-17770",-76.24168,34.52815,"2019-08-15 00:00:00",2019,8,15,227,0,"UNCST"
"2","A69-9001-17770",-76.55755,34.44588,"2022-01-04 21:02:50",2022,1,4,4,21.0472222222222,"ACT.SOFLONC"
"3","A69-9001-17770",-76.55755,34.44588,"2022-01-04 21:05:53",2022,1,4,4,21.0980555555556,"ACT.SOFLONC"
"4","A69-9001-17770",-76.56228,34.46268,"2022-01-04 23:05:53",2022,1,4,4,23.0980555555556,"ACT.SOFLONC"
"5","A69-9001-17770",-76.56228,34.46268,"2022-01-04 23:10:31",2022,1,4,4,23.1752777777778,"ACT.SOFLONC"
"6","A69-9001-17770",-76.56228,34.46268,"2022-01-04 23:13:33",2022,1,4,4,23.2258333333333,"ACT.SOFLONC"
"7","A69-9001-17770",-76.56599,34.47113,"2022-01-04 23:16:30",2022,1,4,4,23.275,"ACT.SOFLONC"
"8","A69-9001-17770",-76.56599,34.47113,"2022-01-04 23:19:24",2022,1,4,4,23.3233333333333,"ACT.SOFLONC"
"9","A69-9001-17770",-76.56599,34.47113,"2022-01-04 23:24:31",2022,1,4,4,23.4086111111111,"ACT.SOFLONC"
"10","A69-9001-17770",-76.56805,34.48013,"2022-01-04 23:43:18",2022,1,4,4,23.7216666666667,"ACT.SOFLONC"
"11","A69-9001-17770",-76.57352,34.49746,"2022-01-05 01:05:26",2022,1,5,5,1.09055555555556,"ACT.SOFLONC"
"12","A69-9001-17770",-76.57352,34.49746,"2022-01-05 01:08:20",2022,1,5,5,1.13888888888889,"ACT.SOFLONC"
"13","A69-9001-17770",-76.57352,34.49746,"2022-01-05 01:13:24",2022,1,5,5,1.22333333333333,"ACT.SOFLONC"
"14","A69-9001-17770",-76.57352,34.49746,"2022-01-05 01:17:14",2022,1,5,5,1.28722222222222,"ACT.SOFLONC"
"15","A69-9001-17770",-76.57352,34.49746,"2022-01-05 01:18:34",2022,1,5,5,1.30944444444444,"ACT.SOFLONC"
"16","A69-9001-17770",-76.58165,34.51495,"2022-01-05 02:23:20",2022,1,5,5,2.38888888888889,"ACT.SOFLONC"
"17","A69-9001-17770",-76.58165,34.51495,"2022-01-05 02:25:26",2022,1,5,5,2.42388888888889,"ACT.SOFLONC"
"18","A69-9001-17770",-76.58165,34.51495,"2022-01-05 02:30:42",2022,1,5,5,2.51166666666667,"ACT.SOFLONC"
"19","A69-9001-17770",-76.58662,34.52295,"2022-01-05 02:39:50",2022,1,5,5,2.66388888888889,"ACT.SOFLONC"
"20","A69-9001-17770",-76.58662,34.52295,"2022-01-05 02:41:31",2022,1,5,5,2.69194444444444,"ACT.SOFLONC"
"21","A69-9001-17770",-76.58662,34.52295,"2022-01-05 02:43:49",2022,1,5,5,2.73027777777778,"ACT.SOFLONC"
"22","A69-9001-17770",-76.58662,34.52295,"2022-01-05 02:47:18",2022,1,5,5,2.78833333333333,"ACT.SOFLONC"
"23","A69-9001-17770",-76.58662,34.52295,"2022-01-05 02:50:09",2022,1,5,5,2.83583333333333,"ACT.SOFLONC"
