"","tagname","longitude","latitude","datecollected","yearcollected","monthcollected","daycollected","julianday","timeofday","receiver_group"
"1","A69-9001-21581",-76.24168,34.52815,"2018-07-06 00:00:00",2018,7,6,187,0,"UNCST"
"2","A69-9001-21581",-81.29444,29.90444,"2023-01-05 13:52:54",2023,1,5,5,13.8816666666667,"WHITR"
"3","A69-9001-21581",-81.29444,29.90444,"2023-01-14 07:06:24",2023,1,14,14,7.10666666666667,"WHITR"
"4","A69-9001-21581",-81.29444,29.90444,"2023-01-14 07:08:47",2023,1,14,14,7.14638888888889,"WHITR"
"5","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:05:23",2023,1,17,17,3.08972222222222,"WHITR"
"6","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:07:56",2023,1,17,17,3.13222222222222,"WHITR"
"7","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:09:57",2023,1,17,17,3.16583333333333,"WHITR"
"8","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:12:55",2023,1,17,17,3.21527777777778,"WHITR"
"9","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:15:45",2023,1,17,17,3.2625,"WHITR"
"10","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:18:21",2023,1,17,17,3.30583333333333,"WHITR"
"11","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:22:43",2023,1,17,17,3.37861111111111,"WHITR"
"12","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:23:57",2023,1,17,17,3.39916666666667,"WHITR"
"13","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:25:19",2023,1,17,17,3.42194444444444,"WHITR"
"14","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:29:11",2023,1,17,17,3.48638888888889,"WHITR"
"15","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:30:31",2023,1,17,17,3.50861111111111,"WHITR"
"16","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:32:06",2023,1,17,17,3.535,"WHITR"
"17","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:34:12",2023,1,17,17,3.57,"WHITR"
"18","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:35:18",2023,1,17,17,3.58833333333333,"WHITR"
"19","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:36:25",2023,1,17,17,3.60694444444444,"WHITR"
"20","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:37:35",2023,1,17,17,3.62638888888889,"WHITR"
"21","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:38:49",2023,1,17,17,3.64694444444444,"WHITR"
"22","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:40:12",2023,1,17,17,3.67,"WHITR"
"23","A69-9001-21581",-81.29444,29.90444,"2023-01-17 03:53:21",2023,1,17,17,3.88916666666667,"WHITR"
"24","A69-9001-21581",-81.29444,29.90444,"2023-01-17 04:40:45",2023,1,17,17,4.67916666666667,"WHITR"
"25","A69-9001-21581",-81.29444,29.90444,"2023-01-17 04:42:32",2023,1,17,17,4.70888888888889,"WHITR"
"26","A69-9001-21581",-81.29444,29.90444,"2023-01-30 09:14:45",2023,1,30,30,9.24583333333333,"WHITR"
"27","A69-9001-21581",-81.29444,29.90444,"2023-01-30 09:17:04",2023,1,30,30,9.28444444444444,"WHITR"
"28","A69-9001-21581",-81.29444,29.90444,"2023-01-30 09:18:35",2023,1,30,30,9.30972222222222,"WHITR"
"29","A69-9001-21581",-81.29444,29.90444,"2023-01-30 09:51:48",2023,1,30,30,9.86333333333333,"WHITR"
