"","tagname","longitude","latitude","datecollected","yearcollected","monthcollected","daycollected","julianday","timeofday","receiver_group"
"1","A69-9001-17763",-76.24168,34.52815,"2018-08-29 00:00:00",2018,8,29,241,0,"UNCST"
"2","A69-9001-17763",-76.2421,34.5283,"2022-10-14 06:57:10",2022,10,14,287,6.95277777777778,"RSTSNCA"
"3","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:03:54",2022,10,14,287,7.065,"RSTSNCA"
"4","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:11:34",2022,10,14,287,7.19277777777778,"RSTSNCA"
"5","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:14:33",2022,10,14,287,7.2425,"RSTSNCA"
"6","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:17:27",2022,10,14,287,7.29083333333333,"RSTSNCA"
"7","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:22:30",2022,10,14,287,7.375,"RSTSNCA"
"8","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:26:14",2022,10,14,287,7.43722222222222,"RSTSNCA"
"9","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:29:58",2022,10,14,287,7.49944444444444,"RSTSNCA"
"10","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:31:37",2022,10,14,287,7.52694444444444,"RSTSNCA"
"11","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:41:26",2022,10,14,287,7.69055555555556,"RSTSNCA"
"12","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:47:19",2022,10,14,287,7.78861111111111,"RSTSNCA"
"13","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:48:34",2022,10,14,287,7.80944444444444,"RSTSNCA"
"14","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:49:58",2022,10,14,287,7.83277777777778,"RSTSNCA"
"15","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:54:04",2022,10,14,287,7.90111111111111,"RSTSNCA"
"16","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:55:44",2022,10,14,287,7.92888888888889,"RSTSNCA"
"17","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:57:59",2022,10,14,287,7.96638888888889,"RSTSNCA"
"18","A69-9001-17763",-76.2421,34.5283,"2022-10-14 07:59:25",2022,10,14,287,7.99027777777778,"RSTSNCA"
"19","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:07:37",2022,10,14,287,8.12694444444445,"RSTSNCA"
"20","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:11:18",2022,10,14,287,8.18833333333333,"RSTSNCA"
"21","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:16:02",2022,10,14,287,8.26722222222222,"RSTSNCA"
"22","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:27:18",2022,10,14,287,8.455,"RSTSNCA"
"23","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:32:43",2022,10,14,287,8.54527777777778,"RSTSNCA"
"24","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:36:51",2022,10,14,287,8.61416666666667,"RSTSNCA"
"25","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:39:13",2022,10,14,287,8.65361111111111,"RSTSNCA"
"26","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:40:52",2022,10,14,287,8.68111111111111,"RSTSNCA"
"27","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:43:05",2022,10,14,287,8.71805555555556,"RSTSNCA"
"28","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:44:27",2022,10,14,287,8.74083333333333,"RSTSNCA"
"29","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:51:03",2022,10,14,287,8.85083333333333,"RSTSNCA"
"30","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:52:55",2022,10,14,287,8.88194444444444,"RSTSNCA"
"31","A69-9001-17763",-76.2421,34.5283,"2022-10-14 08:57:48",2022,10,14,287,8.96333333333333,"RSTSNCA"
"32","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:05:58",2022,10,14,287,9.09944444444445,"RSTSNCA"
"33","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:09:20",2022,10,14,287,9.15555555555556,"RSTSNCA"
"34","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:12:15",2022,10,14,287,9.20416666666667,"RSTSNCA"
"35","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:23:31",2022,10,14,287,9.39194444444444,"RSTSNCA"
"36","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:41:59",2022,10,14,287,9.69972222222222,"RSTSNCA"
"37","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:43:56",2022,10,14,287,9.73222222222222,"RSTSNCA"
"38","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:51:06",2022,10,14,287,9.85166666666667,"RSTSNCA"
"39","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:53:49",2022,10,14,287,9.89694444444444,"RSTSNCA"
"40","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:56:10",2022,10,14,287,9.93611111111111,"RSTSNCA"
"41","A69-9001-17763",-76.2421,34.5283,"2022-10-14 09:59:52",2022,10,14,287,9.99777777777778,"RSTSNCA"
"42","A69-9001-17763",-76.2421,34.5283,"2022-10-14 10:02:12",2022,10,14,287,10.0366666666667,"RSTSNCA"
"43","A69-9001-17763",-76.2421,34.5283,"2022-10-14 10:03:29",2022,10,14,287,10.0580555555556,"RSTSNCA"
"44","A69-9001-17763",-76.2421,34.5283,"2022-10-14 10:04:59",2022,10,14,287,10.0830555555556,"RSTSNCA"
"45","A69-9001-17763",-76.2421,34.5283,"2022-10-14 10:06:54",2022,10,14,287,10.115,"RSTSNCA"
"46","A69-9001-17763",-76.2421,34.5283,"2022-10-14 10:13:53",2022,10,14,287,10.2313888888889,"RSTSNCA"
"47","A69-9001-17763",-76.2421,34.5283,"2022-10-14 10:16:23",2022,10,14,287,10.2730555555556,"RSTSNCA"
"48","A69-9001-17763",-76.2421,34.5283,"2022-10-14 10:21:00",2022,10,14,287,10.35,"RSTSNCA"
"49","A69-9001-17763",-76.2421,34.5283,"2022-10-14 10:27:13",2022,10,14,287,10.4536111111111,"RSTSNCA"
"50","A69-9001-17763",-76.2421,34.5283,"2022-10-14 11:01:00",2022,10,14,287,11.0166666666667,"RSTSNCA"
"51","A69-9001-17763",-76.2421,34.5283,"2022-10-14 11:09:13",2022,10,14,287,11.1536111111111,"RSTSNCA"
"52","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:06:35",2022,10,14,287,12.1097222222222,"RSTSNCA"
"53","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:13:59",2022,10,14,287,12.2330555555556,"RSTSNCA"
"54","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:16:59",2022,10,14,287,12.2830555555556,"RSTSNCA"
"55","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:19:52",2022,10,14,287,12.3311111111111,"RSTSNCA"
"56","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:22:35",2022,10,14,287,12.3763888888889,"RSTSNCA"
"57","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:24:54",2022,10,14,287,12.415,"RSTSNCA"
"58","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:26:28",2022,10,14,287,12.4411111111111,"RSTSNCA"
"59","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:28:30",2022,10,14,287,12.475,"RSTSNCA"
"60","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:31:28",2022,10,14,287,12.5244444444444,"RSTSNCA"
"61","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:34:20",2022,10,14,287,12.5722222222222,"RSTSNCA"
"62","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:36:59",2022,10,14,287,12.6163888888889,"RSTSNCA"
"63","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:39:12",2022,10,14,287,12.6533333333333,"RSTSNCA"
"64","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:40:32",2022,10,14,287,12.6755555555556,"RSTSNCA"
"65","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:48:42",2022,10,14,287,12.8116666666667,"RSTSNCA"
"66","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:49:58",2022,10,14,287,12.8327777777778,"RSTSNCA"
"67","A69-9001-17763",-76.2421,34.5283,"2022-10-14 12:59:45",2022,10,14,287,12.9958333333333,"RSTSNCA"
"68","A69-9001-17763",-76.2421,34.5283,"2022-10-14 13:17:12",2022,10,14,287,13.2866666666667,"RSTSNCA"
"69","A69-9001-17763",-76.2421,34.5283,"2022-10-14 13:30:50",2022,10,14,287,13.5138888888889,"RSTSNCA"
"70","A69-9001-17763",-76.2421,34.5283,"2022-10-14 13:40:36",2022,10,14,287,13.6766666666667,"RSTSNCA"
"71","A69-9001-17763",-76.2421,34.5283,"2022-10-14 13:42:52",2022,10,14,287,13.7144444444444,"RSTSNCA"
"72","A69-9001-17763",-76.2421,34.5283,"2022-10-14 13:44:19",2022,10,14,287,13.7386111111111,"RSTSNCA"
"73","A69-9001-17763",-76.2421,34.5283,"2022-10-14 13:53:29",2022,10,14,287,13.8913888888889,"RSTSNCA"
"74","A69-9001-17763",-76.2421,34.5283,"2022-10-14 13:58:19",2022,10,14,287,13.9719444444444,"RSTSNCA"
"75","A69-9001-17763",-76.2421,34.5283,"2022-10-14 14:01:07",2022,10,14,287,14.0186111111111,"RSTSNCA"
"76","A69-9001-17763",-76.2421,34.5283,"2022-10-14 14:03:04",2022,10,14,287,14.0511111111111,"RSTSNCA"
