"","tagname","longitude","latitude","datecollected","yearcollected","monthcollected","daycollected","julianday","timeofday","receiver_group"
"1","A69-9001-18240",-76.3141,34.6069,"2017-11-02 00:00:00",2017,11,2,306,0,"UNCST"
"2","A69-9001-18240",-75.78297,34.7641,"2022-01-14 14:59:15",2022,1,14,14,14.9875,"RSTSNCA"
"3","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:02:52",2022,1,14,14,15.0477777777778,"RSTSNCA"
"4","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:11:47",2022,1,14,14,15.1963888888889,"RSTSNCA"
"5","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:14:30",2022,1,14,14,15.2416666666667,"RSTSNCA"
"6","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:16:51",2022,1,14,14,15.2808333333333,"RSTSNCA"
"7","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:18:28",2022,1,14,14,15.3077777777778,"RSTSNCA"
"8","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:20:37",2022,1,14,14,15.3436111111111,"RSTSNCA"
"9","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:23:12",2022,1,14,14,15.3866666666667,"RSTSNCA"
"10","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:24:52",2022,1,14,14,15.4144444444444,"RSTSNCA"
"11","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:27:05",2022,1,14,14,15.4513888888889,"RSTSNCA"
"12","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:30:07",2022,1,14,14,15.5019444444444,"RSTSNCA"
"13","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:32:20",2022,1,14,14,15.5388888888889,"RSTSNCA"
"14","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:37:38",2022,1,14,14,15.6272222222222,"RSTSNCA"
"15","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:39:04",2022,1,14,14,15.6511111111111,"RSTSNCA"
"16","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:43:18",2022,1,14,14,15.7216666666667,"RSTSNCA"
"17","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:47:46",2022,1,14,14,15.7961111111111,"RSTSNCA"
"18","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:51:11",2022,1,14,14,15.8530555555556,"RSTSNCA"
"19","A69-9001-18240",-75.78297,34.7641,"2022-01-14 15:52:37",2022,1,14,14,15.8769444444444,"RSTSNCA"
"20","A69-9001-18240",-75.78297,34.7641,"2022-01-14 16:13:11",2022,1,14,14,16.2197222222222,"RSTSNCA"
"21","A69-9001-18240",-75.78297,34.7641,"2022-01-14 16:15:46",2022,1,14,14,16.2627777777778,"RSTSNCA"
"22","A69-9001-18240",-75.78297,34.7641,"2022-01-14 16:18:58",2022,1,14,14,16.3161111111111,"RSTSNCA"
"23","A69-9001-18240",-75.78297,34.7641,"2022-01-14 16:23:48",2022,1,14,14,16.3966666666667,"RSTSNCA"
"24","A69-9001-18240",-75.78297,34.7641,"2022-01-14 16:27:38",2022,1,14,14,16.4605555555556,"RSTSNCA"
"25","A69-9001-18240",-75.78297,34.7641,"2022-01-14 17:04:28",2022,1,14,14,17.0744444444444,"RSTSNCA"
"26","A69-9001-18240",-75.78297,34.7641,"2022-01-14 18:41:10",2022,1,14,14,18.6861111111111,"RSTSNCA"
"27","A69-9001-18240",-75.78297,34.7641,"2022-01-15 01:12:51",2022,1,15,15,1.21416666666667,"RSTSNCA"
"28","A69-9001-18240",-75.78297,34.7641,"2022-01-15 01:21:47",2022,1,15,15,1.36305555555556,"RSTSNCA"
"29","A69-9001-18240",-75.78297,34.7641,"2022-01-15 01:42:38",2022,1,15,15,1.71055555555556,"RSTSNCA"
"30","A69-9001-18240",-75.78297,34.7641,"2022-01-15 01:45:27",2022,1,15,15,1.7575,"RSTSNCA"
"31","A69-9001-18240",-75.78297,34.7641,"2022-01-15 02:40:54",2022,1,15,15,2.68166666666667,"RSTSNCA"
"32","A69-9001-18240",-75.78297,34.7641,"2022-01-15 02:52:04",2022,1,15,15,2.86777777777778,"RSTSNCA"
"33","A69-9001-18240",-75.78297,34.7641,"2022-01-15 02:58:58",2022,1,15,15,2.98277777777778,"RSTSNCA"
"34","A69-9001-18240",-75.78297,34.7641,"2022-01-15 03:02:29",2022,1,15,15,3.04138888888889,"RSTSNCA"
"35","A69-9001-18240",-75.78297,34.7641,"2022-01-15 03:05:22",2022,1,15,15,3.08944444444444,"RSTSNCA"
"36","A69-9001-18240",-75.78297,34.7641,"2022-01-15 03:10:22",2022,1,15,15,3.17277777777778,"RSTSNCA"
"37","A69-9001-18240",-75.78297,34.7641,"2022-01-15 03:11:54",2022,1,15,15,3.19833333333333,"RSTSNCA"
"38","A69-9001-18240",-75.78297,34.7641,"2022-01-15 03:28:46",2022,1,15,15,3.47944444444444,"RSTSNCA"
"39","A69-9001-18240",-75.78297,34.7641,"2022-01-15 03:30:59",2022,1,15,15,3.51638888888889,"RSTSNCA"
"40","A69-9001-18240",-75.78297,34.7641,"2022-01-15 03:41:13",2022,1,15,15,3.68694444444444,"RSTSNCA"
"41","A69-9001-18240",-75.78297,34.7641,"2022-01-15 04:01:01",2022,1,15,15,4.01694444444444,"RSTSNCA"
"42","A69-9001-18240",-75.78297,34.7641,"2022-01-15 04:06:50",2022,1,15,15,4.11388888888889,"RSTSNCA"
"43","A69-9001-18240",-75.78297,34.7641,"2022-01-15 04:09:27",2022,1,15,15,4.1575,"RSTSNCA"
"44","A69-9001-18240",-75.78297,34.7641,"2022-01-15 04:22:34",2022,1,15,15,4.37611111111111,"RSTSNCA"
"45","A69-9001-18240",-75.78297,34.7641,"2022-01-15 04:27:14",2022,1,15,15,4.45388888888889,"RSTSNCA"
"46","A69-9001-18240",-75.78297,34.7641,"2022-01-15 04:30:39",2022,1,15,15,4.51083333333333,"RSTSNCA"
"47","A69-9001-18240",-75.78297,34.7641,"2022-01-15 04:45:41",2022,1,15,15,4.76138888888889,"RSTSNCA"
"48","A69-9001-18240",-75.78297,34.7641,"2022-01-15 04:51:05",2022,1,15,15,4.85138888888889,"RSTSNCA"
"49","A69-9001-18240",-75.78297,34.7641,"2022-01-15 04:58:53",2022,1,15,15,4.98138888888889,"RSTSNCA"
"50","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:00:13",2022,1,15,15,5.00361111111111,"RSTSNCA"
"51","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:09:58",2022,1,15,15,5.16611111111111,"RSTSNCA"
"52","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:12:57",2022,1,15,15,5.21583333333333,"RSTSNCA"
"53","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:15:51",2022,1,15,15,5.26416666666667,"RSTSNCA"
"54","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:20:53",2022,1,15,15,5.34805555555555,"RSTSNCA"
"55","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:22:28",2022,1,15,15,5.37444444444444,"RSTSNCA"
"56","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:24:35",2022,1,15,15,5.40972222222222,"RSTSNCA"
"57","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:31:34",2022,1,15,15,5.52611111111111,"RSTSNCA"
"58","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:34:17",2022,1,15,15,5.57138888888889,"RSTSNCA"
"59","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:38:14",2022,1,15,15,5.63722222222222,"RSTSNCA"
"60","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:46:25",2022,1,15,15,5.77361111111111,"RSTSNCA"
"61","A69-9001-18240",-75.78297,34.7641,"2022-01-15 05:52:02",2022,1,15,15,5.86722222222222,"RSTSNCA"
"62","A69-9001-18240",-75.78297,34.7641,"2022-01-15 06:05:51",2022,1,15,15,6.0975,"RSTSNCA"
"63","A69-9001-18240",-75.78297,34.7641,"2022-01-15 06:08:26",2022,1,15,15,6.14055555555556,"RSTSNCA"
"64","A69-9001-18240",-75.78297,34.7641,"2022-01-15 06:15:16",2022,1,15,15,6.25444444444444,"RSTSNCA"
"65","A69-9001-18240",-75.78297,34.7641,"2022-01-15 06:18:50",2022,1,15,15,6.31388888888889,"RSTSNCA"
"66","A69-9001-18240",-75.78297,34.7641,"2022-01-15 06:32:17",2022,1,15,15,6.53805555555556,"RSTSNCA"
"67","A69-9001-18240",-75.78297,34.7641,"2022-01-15 06:45:41",2022,1,15,15,6.76138888888889,"RSTSNCA"
"68","A69-9001-18240",-75.78297,34.7641,"2022-01-15 07:17:40",2022,1,15,15,7.29444444444444,"RSTSNCA"
"69","A69-9001-18240",-75.78297,34.7641,"2022-01-15 07:22:56",2022,1,15,15,7.38222222222222,"RSTSNCA"
"70","A69-9001-18240",-75.78297,34.7641,"2022-01-15 07:27:29",2022,1,15,15,7.45805555555556,"RSTSNCA"
"71","A69-9001-18240",-75.78297,34.7641,"2022-01-15 07:35:53",2022,1,15,15,7.59805555555555,"RSTSNCA"
"72","A69-9001-18240",-75.78297,34.7641,"2022-01-15 07:42:12",2022,1,15,15,7.70333333333333,"RSTSNCA"
"73","A69-9001-18240",-75.78297,34.7641,"2022-01-15 07:43:39",2022,1,15,15,7.7275,"RSTSNCA"
