"","tagname","longitude","latitude","datecollected","yearcollected","monthcollected","daycollected","julianday","timeofday","receiver_group"
"1","A69-9001-18237",-76.24168,34.52815,"2018-07-06 00:00:00",2018,7,6,187,0,"UNCST"
"2","A69-9001-18237",-76.13607,34.62063,"2022-01-18 03:01:12.1867",2022,1,18,18,3.02005186111111,"CMAST"
"3","A69-9001-18237",-76.13607,34.62063,"2022-01-31 13:45:31.4968",2022,1,31,31,13.7587491111111,"CMAST"
"4","A69-9001-18237",-76.13607,34.62063,"2022-01-31 13:48:01.4866",2022,1,31,31,13.8004129444444,"CMAST"
"5","A69-9001-18237",-76.13607,34.62063,"2022-01-31 13:52:42.8517",2022,1,31,31,13.8785699166667,"CMAST"
"6","A69-9001-18237",-76.13607,34.62063,"2022-01-31 13:56:58.5621",2022,1,31,31,13.9496005833333,"CMAST"
"7","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:01:31.075",2022,1,31,31,14.0252986111111,"CMAST"
"8","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:04:26.3366",2022,1,31,31,14.0739823888889,"CMAST"
"9","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:07:12.2509",2022,1,31,31,14.1200696944444,"CMAST"
"10","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:11:27.3216",2022,1,31,31,14.1909226666667,"CMAST"
"11","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:13:58.8137",2022,1,31,31,14.2330038055556,"CMAST"
"12","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:15:56.5446",2022,1,31,31,14.2657068333333,"CMAST"
"13","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:18:46.7389",2022,1,31,31,14.3129830277778,"CMAST"
"14","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:21:21.9328",2022,1,31,31,14.3560924444444,"CMAST"
"15","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:24:32.5477",2022,1,31,31,14.4090410277778,"CMAST"
"16","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:26:45.0913",2022,1,31,31,14.4458586944444,"CMAST"
"17","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:31:50.4428",2022,1,31,31,14.5306785555556,"CMAST"
"18","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:33:43.5296",2022,1,31,31,14.5620915555556,"CMAST"
"19","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:36:24.7496",2022,1,31,31,14.6068748888889,"CMAST"
"20","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:38:42.5897",2022,1,31,31,14.6451638055556,"CMAST"
"21","A69-9001-18237",-76.13607,34.62063,"2022-01-31 14:40:13.6865",2022,1,31,31,14.6704684722222,"CMAST"
"22","A69-9001-18237",-76.13607,34.62063,"2022-02-26 18:12:33.4837",2022,2,26,57,18.2093010277778,"CMAST"
"23","A69-9001-18237",-76.13607,34.62063,"2022-02-26 18:14:09.2455",2022,2,26,57,18.2359015277778,"CMAST"
"24","A69-9001-18237",-76.13607,34.62063,"2022-02-26 18:43:17.3891",2022,2,26,57,18.7214969722222,"CMAST"
"25","A69-9001-18237",-76.13607,34.62063,"2022-02-26 19:17:55.0296",2022,2,26,57,19.2986193333333,"CMAST"
"26","A69-9001-18237",-76.13607,34.62063,"2022-02-26 19:38:50.9154",2022,2,26,57,19.6474765,"CMAST"
"27","A69-9001-18237",-76.13607,34.62063,"2022-02-26 19:45:01.9456",2022,2,26,57,19.7505404444444,"CMAST"
"28","A69-9001-18237",-76.13607,34.62063,"2022-02-26 19:51:47.1594",2022,2,26,57,19.8630998333333,"CMAST"
"29","A69-9001-18237",-76.13607,34.62063,"2022-02-26 19:53:43.9675",2022,2,26,57,19.8955465277778,"CMAST"
"30","A69-9001-18237",-76.13607,34.62063,"2022-02-26 20:04:01.4601",2022,2,26,57,20.06707225,"CMAST"
"31","A69-9001-18237",-76.13607,34.62063,"2022-02-26 20:09:17.4217",2022,2,26,57,20.1548393611111,"CMAST"
"32","A69-9001-18237",-76.13607,34.62063,"2022-02-26 20:27:54.7699",2022,2,26,57,20.4652138611111,"CMAST"
"33","A69-9001-18237",-76.13607,34.62063,"2022-02-26 20:30:41.1711",2022,2,26,57,20.5114364166667,"CMAST"
"34","A69-9001-18237",-76.13607,34.62063,"2022-02-26 20:39:43.7379",2022,2,26,57,20.6621494166667,"CMAST"
"35","A69-9001-18237",-76.13607,34.62063,"2022-02-26 20:40:56.1036",2022,2,26,57,20.682251,"CMAST"
"36","A69-9001-18237",-76.13607,34.62063,"2022-02-26 20:48:52.7076",2022,2,26,57,20.814641,"CMAST"
"37","A69-9001-18237",-76.13607,34.62063,"2022-02-26 21:05:01.5585",2022,2,26,57,21.08376625,"CMAST"
"38","A69-9001-18237",-76.13607,34.62063,"2022-02-26 21:08:27.1111",2022,2,26,57,21.1408641944444,"CMAST"
"39","A69-9001-18237",-76.13607,34.62063,"2022-02-26 21:11:13.0275",2022,2,26,57,21.1869520833333,"CMAST"
"40","A69-9001-18237",-76.13607,34.62063,"2022-02-26 21:13:40.2618",2022,2,26,57,21.2278505,"CMAST"
"41","A69-9001-18237",-76.13607,34.62063,"2022-02-26 21:20:08.1622",2022,2,26,57,21.3356006111111,"CMAST"
