"","tagname","longitude","latitude","datecollected","yearcollected","monthcollected","daycollected","julianday","timeofday","receiver_group"
"1","A69-9001-18237",-76.24168,34.52815,"2018-07-06 00:00:00",2018,7,6,187,0,"UNCST"
"2","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:20:15",2023,1,13,13,19.3375,"CMAST"
"3","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:28:33",2023,1,13,13,19.4758333333333,"CMAST"
"4","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:31:33",2023,1,13,13,19.5258333333333,"CMAST"
"5","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:34:31",2023,1,13,13,19.5752777777778,"CMAST"
"6","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:37:20",2023,1,13,13,19.6222222222222,"CMAST"
"7","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:39:55",2023,1,13,13,19.6652777777778,"CMAST"
"8","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:41:59",2023,1,13,13,19.6997222222222,"CMAST"
"9","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:45:03",2023,1,13,13,19.7508333333333,"CMAST"
"10","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:53:59",2023,1,13,13,19.8997222222222,"CMAST"
"11","A69-9001-18237",-76.13602,34.62048,"2023-01-13 19:59:02",2023,1,13,13,19.9838888888889,"CMAST"
"12","A69-9001-18237",-76.13602,34.62048,"2023-01-13 20:00:37",2023,1,13,13,20.0102777777778,"CMAST"
"13","A69-9001-18237",-76.13602,34.62048,"2023-01-13 20:17:02",2023,1,13,13,20.2838888888889,"CMAST"
"14","A69-9001-18237",-76.13602,34.62048,"2023-01-13 20:26:35",2023,1,13,13,20.4430555555556,"CMAST"
