"","tagname","longitude","latitude","datecollected","yearcollected","monthcollected","daycollected","julianday","timeofday","receiver_group"
"1","A69-9001-17770",-76.24168,34.52815,"2019-08-15 00:00:00",2019,8,15,227,0,"UNCST"
"2","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:04:59",2023,3,1,60,10.0830555555556,"TEQ"
"3","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:12:29",2023,3,1,60,10.2080555555556,"TEQ"
"4","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:15:17",2023,3,1,60,10.2547222222222,"TEQ"
"5","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:17:49",2023,3,1,60,10.2969444444444,"TEQ"
"6","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:19:47",2023,3,1,60,10.3297222222222,"TEQ"
"7","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:25:21",2023,3,1,60,10.4225,"TEQ"
"8","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:27:37",2023,3,1,60,10.4602777777778,"TEQ"
"9","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:29:05",2023,3,1,60,10.4847222222222,"TEQ"
"10","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:30:56",2023,3,1,60,10.5155555555556,"TEQ"
"11","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:33:32",2023,3,1,60,10.5588888888889,"TEQ"
"12","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:36:55",2023,3,1,60,10.6152777777778,"TEQ"
"13","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:38:18",2023,3,1,60,10.6383333333333,"TEQ"
"14","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:45:37",2023,3,1,60,10.7602777777778,"TEQ"
"15","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:48:19",2023,3,1,60,10.8052777777778,"TEQ"
"16","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:52:13",2023,3,1,60,10.8702777777778,"TEQ"
"17","A69-9001-17770",-81.15342,29.87642,"2023-03-01 10:54:16",2023,3,1,60,10.9044444444444,"TEQ"
"18","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:33:07",2023,3,1,60,12.5519444444444,"TEQ"
"19","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:34:18",2023,3,1,60,12.5716666666667,"TEQ"
"20","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:35:37",2023,3,1,60,12.5936111111111,"TEQ"
"21","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:37:09",2023,3,1,60,12.6191666666667,"TEQ"
"22","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:39:09",2023,3,1,60,12.6525,"TEQ"
"23","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:42:03",2023,3,1,60,12.7008333333333,"TEQ"
"24","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:44:48",2023,3,1,60,12.7466666666667,"TEQ"
"25","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:47:13",2023,3,1,60,12.7869444444444,"TEQ"
"26","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:51:24",2023,3,1,60,12.8566666666667,"TEQ"
"27","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:53:12",2023,3,1,60,12.8866666666667,"TEQ"
"28","A69-9001-17770",-81.15342,29.87642,"2023-03-01 12:57:38",2023,3,1,60,12.9605555555556,"TEQ"
"29","A69-9001-17770",-81.15342,29.87642,"2023-03-01 13:00:26",2023,3,1,60,13.0072222222222,"TEQ"
"30","A69-9001-17770",-81.15342,29.87642,"2023-03-01 13:02:56",2023,3,1,60,13.0488888888889,"TEQ"
"31","A69-9001-17770",-81.15342,29.87642,"2023-03-01 13:04:53",2023,3,1,60,13.0813888888889,"TEQ"
"32","A69-9001-17770",-81.15342,29.87642,"2023-03-01 13:12:18",2023,3,1,60,13.205,"TEQ"
"33","A69-9001-17770",-81.15342,29.87642,"2023-03-01 13:15:17",2023,3,1,60,13.2547222222222,"TEQ"
"34","A69-9001-17770",-81.15342,29.87642,"2023-03-01 13:25:03",2023,3,1,60,13.4175,"TEQ"
"35","A69-9001-17770",-81.15342,29.87642,"2023-03-01 14:14:22",2023,3,1,60,14.2394444444444,"TEQ"
"36","A69-9001-17770",-81.15342,29.87642,"2023-03-01 14:16:11",2023,3,1,60,14.2697222222222,"TEQ"
"37","A69-9001-17770",-81.15342,29.87642,"2023-03-01 14:18:45",2023,3,1,60,14.3125,"TEQ"
"38","A69-9001-17770",-81.15342,29.87642,"2023-03-01 14:20:49",2023,3,1,60,14.3469444444444,"TEQ"
"39","A69-9001-17770",-81.15342,29.87642,"2023-03-01 14:23:52",2023,3,1,60,14.3977777777778,"TEQ"
"40","A69-9001-17770",-81.15342,29.87642,"2023-03-01 14:35:26",2023,3,1,60,14.5905555555556,"TEQ"
