"","tagname","longitude","latitude","datecollected","yearcollected","monthcollected","daycollected","julianday","timeofday","receiver_group"
"1","A69-9001-18246",-76.3141,34.6069,"2017-10-27 00:00:00",2017,10,27,300,0,"UNCST"
"2","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:30:52",2023,1,13,13,19.5144444444444,"CMAST"
"3","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:37:11",2023,1,13,13,19.6197222222222,"CMAST"
"4","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:41:17",2023,1,13,13,19.6880555555556,"CMAST"
"5","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:42:57",2023,1,13,13,19.7158333333333,"CMAST"
"6","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:45:10",2023,1,13,13,19.7527777777778,"CMAST"
"7","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:46:31",2023,1,13,13,19.7752777777778,"CMAST"
"8","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:50:19",2023,1,13,13,19.8386111111111,"CMAST"
"9","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:51:34",2023,1,13,13,19.8594444444444,"CMAST"
"10","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:52:59",2023,1,13,13,19.8830555555556,"CMAST"
"11","A69-9001-18246",-76.13602,34.62048,"2023-01-13 19:54:45",2023,1,13,13,19.9125,"CMAST"
"12","A69-9001-18246",-76.13602,34.62048,"2023-01-13 20:05:38",2023,1,13,13,20.0938888888889,"CMAST"
"13","A69-9001-18246",-76.13602,34.62048,"2023-01-13 20:07:30",2023,1,13,13,20.125,"CMAST"
"14","A69-9001-18246",-76.13602,34.62048,"2023-01-13 20:10:11",2023,1,13,13,20.1697222222222,"CMAST"
"15","A69-9001-18246",-76.13602,34.62048,"2023-01-13 20:12:27",2023,1,13,13,20.2075,"CMAST"
"16","A69-9001-18246",-76.13602,34.62048,"2023-01-13 20:23:05",2023,1,13,13,20.3847222222222,"CMAST"
"17","A69-9001-18246",-76.13602,34.62048,"2023-01-13 20:25:44",2023,1,13,13,20.4288888888889,"CMAST"
"18","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:15:34",2023,1,14,14,2.25944444444444,"CMAST"
"19","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:22:16",2023,1,14,14,2.37111111111111,"CMAST"
"20","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:25:38",2023,1,14,14,2.42722222222222,"CMAST"
"21","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:26:59",2023,1,14,14,2.44972222222222,"CMAST"
"22","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:33:01",2023,1,14,14,2.55027777777778,"CMAST"
"23","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:34:18",2023,1,14,14,2.57166666666667,"CMAST"
"24","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:37:43",2023,1,14,14,2.62861111111111,"CMAST"
"25","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:42:49",2023,1,14,14,2.71361111111111,"CMAST"
"26","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:44:28",2023,1,14,14,2.74111111111111,"CMAST"
"27","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:46:42",2023,1,14,14,2.77833333333333,"CMAST"
"28","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:48:04",2023,1,14,14,2.80111111111111,"CMAST"
"29","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:49:44",2023,1,14,14,2.82888888888889,"CMAST"
"30","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:53:17",2023,1,14,14,2.88805555555556,"CMAST"
"31","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:54:54",2023,1,14,14,2.915,"CMAST"
"32","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:57:03",2023,1,14,14,2.95083333333333,"CMAST"
"33","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:58:15",2023,1,14,14,2.97083333333333,"CMAST"
"34","A69-9001-18246",-76.13602,34.62048,"2023-01-14 02:59:35",2023,1,14,14,2.99305555555556,"CMAST"
"35","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:03:12",2023,1,14,14,3.05333333333333,"CMAST"
"36","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:06:11",2023,1,14,14,3.10305555555556,"CMAST"
"37","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:09:07",2023,1,14,14,3.15194444444444,"CMAST"
"38","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:11:54",2023,1,14,14,3.19833333333333,"CMAST"
"39","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:14:23",2023,1,14,14,3.23972222222222,"CMAST"
"40","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:16:16",2023,1,14,14,3.27111111111111,"CMAST"
"41","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:18:56",2023,1,14,14,3.31555555555556,"CMAST"
"42","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:21:10",2023,1,14,14,3.35277777777778,"CMAST"
"43","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:22:35",2023,1,14,14,3.37638888888889,"CMAST"
"44","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:24:19",2023,1,14,14,3.40527777777778,"CMAST"
"45","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:26:43",2023,1,14,14,3.44527777777778,"CMAST"
"46","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:28:25",2023,1,14,14,3.47361111111111,"CMAST"
"47","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:30:43",2023,1,14,14,3.51194444444444,"CMAST"
"48","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:32:15",2023,1,14,14,3.5375,"CMAST"
"49","A69-9001-18246",-76.13602,34.62048,"2023-01-14 03:34:13",2023,1,14,14,3.57027777777778,"CMAST"
